iter	Logloss
0	0.680345227
1	0.6689046572
2	0.6576887193
3	0.6468704686
4	0.6357064431
5	0.6264788076
6	0.6151471206
7	0.6057624854
8	0.5947089749
9	0.5847416922
10	0.5751251724
11	0.5656035294
12	0.5573422418
13	0.5476235213
14	0.5402741723
15	0.5316174311
16	0.5241027779
17	0.5160229747
18	0.5072277099
19	0.4995133228
20	0.4930125945
21	0.4862384463
22	0.4777563607
23	0.4712080557
24	0.4633574631
25	0.4570405005
26	0.4498744691
27	0.443925774
28	0.4377299342
29	0.4303216265
30	0.4233420295
31	0.4173066292
32	0.4122255319
33	0.4075475727
34	0.4007196918
35	0.3941930946
36	0.3878080196
37	0.382040149
38	0.3758939947
39	0.3707413873
40	0.3661618
41	0.3611604132
42	0.3558670768
43	0.3515784523
44	0.3470021224
45	0.3416379693
46	0.3371694189
47	0.332106029
48	0.3279336741
49	0.3239497178
50	0.3197103557
51	0.3157300387
52	0.312077778
53	0.308092991
54	0.3041330854
55	0.3005373859
56	0.2966497403
57	0.2931975171
58	0.2891264941
59	0.2854806782
60	0.2814922945
61	0.2777555967
62	0.2747232558
63	0.2715087072
64	0.2684775328
65	0.265197873
66	0.2617715076
67	0.2586276441
68	0.2554056047
69	0.2530779627
70	0.2501775126
71	0.2470486777
72	0.2439592145
73	0.2414461275
74	0.2385712723
75	0.2361320803
76	0.2333979045
77	0.2307360218
78	0.2280628799
79	0.2260136321
80	0.2230091544
81	0.220602189
82	0.21784535
83	0.2156195924
84	0.2133495689
85	0.2107625887
86	0.2084968502
87	0.2063285287
88	0.2043225689
89	0.2027729713
90	0.2004521983
91	0.1988889434
92	0.1966800053
93	0.1944355549
94	0.1922425111
95	0.1902384274
96	0.188831096
97	0.1868495639
98	0.185000088
99	0.183638282
100	0.18180885
101	0.1798773138
102	0.1780119521
103	0.1760158601
104	0.1743540368
105	0.172312831
106	0.1704367389
107	0.1690847418
108	0.1671272213
109	0.1654550878
110	0.1638204516
111	0.1623274426
112	0.1609581814
113	0.1593269059
114	0.1578648644
115	0.1562553413
116	0.1550079676
117	0.1535220088
118	0.1520133234
119	0.1507754855
120	0.149482179
121	0.1479956007
122	0.1467636609
123	0.1458819269
124	0.1448321698
125	0.1435185654
126	0.1423355568
127	0.1412182895
128	0.1398731363
129	0.1385678081
130	0.13754346
131	0.136610072
132	0.1352925075
133	0.1345027173
134	0.1331166039
135	0.1323499476
136	0.1312153118
137	0.1300375328
138	0.129176042
139	0.1281205085
140	0.1270773855
141	0.1261053835
142	0.1250248633
143	0.1239230088
144	0.1229559109
145	0.1219810121
146	0.1210948005
147	0.1203522078
148	0.1195162074
149	0.1187381849
150	0.1177217154
151	0.1170789396
152	0.1164510415
153	0.1156280309
154	0.1148341996
155	0.1140943661
156	0.1133960297
157	0.1125518728
158	0.1119307052
159	0.1112523216
160	0.1104052222
161	0.109683924
162	0.1090241067
163	0.1083445274
164	0.1075254864
165	0.106782021
166	0.1060553772
167	0.1054227482
168	0.1046830985
169	0.1040036104
170	0.1034328445
171	0.1027802464
172	0.1021523797
173	0.101379611
174	0.1006943291
175	0.1000997029
176	0.09958485319
177	0.09878949577
178	0.09811145893
179	0.09752285735
180	0.09691901088
181	0.09616371602
182	0.09543493521
183	0.09497659679
184	0.09424240326
185	0.09384244557
186	0.09313753062
187	0.09268967193
188	0.09217433355
189	0.09164704172
190	0.09105115126
191	0.09065656857
192	0.09021802707
193	0.08964408537
194	0.08928490634
195	0.08883738957
196	0.08822897202
197	0.08760197305
198	0.08705373325
199	0.08659802886
200	0.0861807627
201	0.08577416631
202	0.08529486999
203	0.08493404912
204	0.08448575808
205	0.08404721308
206	0.08354230587
207	0.0829577844
208	0.08260830437
209	0.08205937672
210	0.08166688442
211	0.0811479734
212	0.08085174789
213	0.08040557449
214	0.08009267721
215	0.07979343961
216	0.07939056441
217	0.07905517057
218	0.07867022112
219	0.07826770592
220	0.07798376008
221	0.07764273157
222	0.07719525433
223	0.0769391029
224	0.07647816886
225	0.07615464928
226	0.07573792045
227	0.07531261447
228	0.07490873725
229	0.07460522466
230	0.07420865538
231	0.07395910823
232	0.07351892978
233	0.07300148264
234	0.07270200026
235	0.07241521026
236	0.07206206122
237	0.07163694747
238	0.07120010675
239	0.07084791327
240	0.07055953074
241	0.0703279303
242	0.07000941931
243	0.06983251725
244	0.06952237215
245	0.06912630293
246	0.06872962715
247	0.06850733917
248	0.06811960242
249	0.06781976174
250	0.0675468377
251	0.06734140596
252	0.06705923059
253	0.06677806094
254	0.06642754728
255	0.06606941103
256	0.06581928879
257	0.06549365605
258	0.06529232959
259	0.06495640648
260	0.06464282721
261	0.06432222237
262	0.06396914859
263	0.06376997278
264	0.06348831316
265	0.06320682581
266	0.06304648823
267	0.06276499655
268	0.0624766742
269	0.06212695156
270	0.06180608258
271	0.0615435917
272	0.06129358041
273	0.06101629202
274	0.06079096665
275	0.0605230289
276	0.06024288075
277	0.060026975
278	0.0596817852
279	0.05940619505
280	0.05921673332
281	0.05900555932
282	0.05870429178
283	0.05854089124
284	0.05831307874
285	0.05812249917
286	0.05789075306
287	0.05762721953
288	0.05732731748
289	0.05704995258
290	0.05681177419
291	0.05655884015
292	0.05633037397
293	0.05613146467
294	0.05592982768
295	0.05577506001
296	0.05550942799
297	0.05528420857
298	0.05508061631
299	0.05480494429
300	0.0546140837
301	0.05436373836
302	0.05421125214
303	0.05397167709
304	0.05373250605
305	0.05354996016
306	0.05334550183
307	0.05317721371
308	0.05300118396
309	0.05273645556
310	0.0525528781
311	0.05243570383
312	0.05222951001
313	0.05201617859
314	0.05179498815
315	0.05158211934
316	0.05133598883
317	0.05117144912
318	0.0510339384
319	0.05089510332
320	0.05061657564
321	0.05041273983
322	0.05028204156
323	0.05012253518
324	0.04995957989
325	0.04979451801
326	0.04954472269
327	0.04931683135
328	0.04917069635
329	0.04894150443
330	0.04877822544
331	0.04863676127
332	0.04846661774
333	0.04830251269
334	0.04811191348
335	0.04796137982
336	0.04777398876
337	0.04762889978
338	0.04743578868
339	0.04725786084
340	0.04710688654
341	0.04702345246
342	0.04684935945
343	0.04669100342
344	0.0465072955
345	0.04633018445
346	0.0461987453
347	0.04605332658
348	0.04592928318
349	0.04574506312
350	0.04562367186
351	0.04548509092
352	0.04533237468
353	0.04510476098
354	0.04495631395
355	0.04480164651
356	0.0446315837
357	0.04449331842
358	0.04431493593
359	0.04414321962
360	0.04399651272
361	0.04380923478
362	0.04365962735
363	0.04350195264
364	0.04339963141
365	0.0432339912
366	0.04304013646
367	0.04291643918
368	0.04280274284
