iter	Passed	Remaining
597	22667	11598
598	22702	11559
599	22738	11520
600	22774	11481
601	22809	11442
602	22844	11403
603	22880	11364
604	22916	11325
605	22951	11286
606	22987	11247
607	23035	11214
608	23079	11179
609	23115	11140
610	23151	11102
611	23188	11063
612	23225	11025
613	23261	10986
614	23298	10948
615	23335	10910
616	23371	10871
617	23409	10833
618	23456	10800
619	23493	10761
620	23536	10725
621	23572	10687
622	23607	10648
623	23649	10611
624	23686	10573
625	23725	10536
626	23761	10497
627	23798	10459
628	23835	10421
629	23872	10382
630	23908	10344
631	23950	10307
632	23992	10271
633	24040	10238
634	24079	10200
635	24115	10161
636	24151	10123
637	24187	10084
638	24229	10048
639	24271	10011
640	24308	9973
641	24349	9937
642	24392	9901
643	24434	9864
644	24472	9826
645	24508	9788
646	24545	9749
647	24581	9711
648	24616	9672
649	24659	9636
650	24701	9599
651	24739	9561
652	24775	9523
653	24811	9484
654	24853	9448
655	24889	9409
656	24925	9370
657	24967	9334
658	25027	9304
659	25073	9269
660	25110	9231
661	25152	9194
662	25189	9156
663	25224	9117
664	25260	9078
665	25296	9039
666	25338	9003
667	25379	8966
668	25421	8929
669	25464	8893
670	25500	8854
671	25536	8816
672	25578	8779
673	25620	8742
674	25656	8704
675	25692	8665
676	25728	8627
677	25770	8590
678	25807	8551
679	25843	8513
680	25879	8474
681	25915	8435
682	25957	8399
683	26007	8364
684	26052	8329
685	26090	8291
686	26126	8252
687	26162	8213
688	26199	8175
689	26235	8136
690	26272	8098
691	26308	8059
692	26345	8021
693	26382	7983
694	26418	7944
695	26454	7906
696	26490	7867
697	26532	7830
698	26573	7793
699	26619	7757
700	26663	7721
701	26701	7683
702	26743	7646
703	26785	7609
704	26822	7571
705	26865	7534
706	26901	7495
707	26936	7457
708	26977	7419
709	27035	7387
710	27072	7348
711	27108	7310
712	27144	7271
713	27180	7232
714	27222	7195
715	27258	7157
716	27300	7120
717	27337	7081
718	27373	7043
719	27409	7004
720	27450	6967
721	27492	6930
722	27528	6891
723	27570	6854
724	27611	6817
725	27647	6778
726	27683	6739
727	27719	6701
728	27755	6662
729	27791	6624
730	27827	6585
731	27863	6547
732	27899	6508
733	27934	6469
734	27975	6432
735	28024	6396
736	28062	6358
737	28098	6320
738	28135	6281
739	28171	6243
740	28212	6206
741	28249	6167
742	28286	6129
743	28327	6091
744	28363	6053
745	28399	6014
746	28435	5976
747	28477	5939
748	28513	5900
749	28549	5862
750	28585	5823
751	28627	5786
752	28663	5747
753	28699	5709
754	28735	5671
755	28771	5632
756	28807	5594
757	28843	5555
758	28885	5518
759	28921	5479
760	28958	5441
761	29009	5405
762	29051	5368
763	29088	5330
764	29124	5291
765	29166	5254
766	29202	5216
767	29240	5177
768	29276	5139
769	29313	5101
770	29349	5062
771	29390	5025
772	29427	4986
773	29464	4948
774	29499	4910
775	29536	4871
776	29571	4833
777	29607	4795
778	29644	4756
779	29681	4718
780	29717	4680
781	29753	4641
782	29789	4603
783	29825	4565
784	29861	4526
785	29897	4488
786	29933	4450
787	29979	4413
788	30033	4377
789	30071	4339
790	30107	4301
791	30143	4262
792	30179	4224
793	30215	4186
794	30252	4147
795	30288	4109
796	30324	4071
797	30360	4032
798	30396	3994
799	30431	3956
800	30468	3917
801	30510	3880
802	30546	3842
803	30582	3803
804	30618	3765
805	30653	3727
806	30688	3688
807	30725	3650
808	30760	3612
809	30796	3573
810	30832	3535
811	30868	3497
812	30905	3459
813	30941	3421
814	31001	3385
815	31042	3347
816	31078	3309
817	31114	3271
818	31151	3233
819	31187	3194
820	31228	3157
821	31270	3119
822	31306	3081
823	31342	3042
824	31378	3004
825	31414	2966
826	31451	2928
827	31493	2890
828	31528	2852
829	31564	2814
830	31606	2776
831	31642	2738
832	31678	2700
833	31714	2661
834	31751	2623
835	31787	2585
836	31823	2547
837	31859	2509
838	31895	2471
839	31931	2432
840	31978	2395
841	32025	2358
842	32062	2320
843	32098	2281
844	32133	2243
845	32175	2205
846	32211	2167
847	32253	2129
848	32290	2091
849	32331	2054
850	32373	2016
851	32409	1978
852	32447	1939
853	32483	1901
854	32520	1863
855	32556	1825
856	32592	1787
857	32628	1749
858	32664	1711
859	32701	1673
860	32737	1634
861	32779	1597
862	32815	1559
863	32851	1520
864	32892	1483
865	32929	1444
866	32979	1407
867	33025	1369
868	33062	1331
869	33098	1293
870	33133	1255
871	33170	1217
872	33206	1179
873	33242	1141
874	33278	1102
875	33315	1064
876	33351	1026
877	33387	988
878	33423	950
879	33459	912
880	33495	874
881	33531	836
882	33567	798
883	33602	760
884	33639	722
885	33674	684
886	33710	646
887	33752	608
888	33793	570
889	33835	532
890	33871	494
891	33908	456
892	33959	418
893	34010	380
894	34048	342
895	34084	304
896	34120	266
897	34162	228
898	34203	190
899	34239	152
900	34275	114
901	34312	76
902	34348	38
903	34385	0
